id,address,flow,year,funktion_3_title,funktion_3_address,einzelplan_1_title,gruppe_2_address,gruppe_3_address,gruppe_2_title,gruppe_1_address,einzelplan_1_address,funktion_2_title,account,name,title,gruppe_1_title,einzelplan_2_address,value,funktion_1_title,funktion_2_address,gruppe_3_title,einzelplan_2_title,funktion_1_address,flexible
1949,120352112,ausgaben,2012,Wasserstraßen und Häfen,731,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",52,521,Sächliche Verwaltungsausgaben (Obergruppe 52),5,12,"Wasserstraßen und Häfen, Förderung der Schifffahrt",funktion,1203 521 12 - 731,Betrieb der Anlagen an Bundeswasserstraßen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1203,16900,Verkehrs- und Nachrichtenwesen,73,Unterhaltung des sonstigen unbeweglichen Vermögens,Wasser- und Schifffahrtsverwaltung des Bundes - Bundeswasserstraßen -,7,0
1950,120352113,ausgaben,2012,Wasserstraßen und Häfen,731,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",52,521,Sächliche Verwaltungsausgaben (Obergruppe 52),5,12,"Wasserstraßen und Häfen, Förderung der Schifffahrt",funktion,1203 521 13 - 731,Unterhaltung und Betrieb des Kommunikationsnetzes der Wasser- und Schifffahrtsverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1203,4300,Verkehrs- und Nachrichtenwesen,73,Unterhaltung des sonstigen unbeweglichen Vermögens,Wasser- und Schifffahrtsverwaltung des Bundes - Bundeswasserstraßen -,7,0
1951,120352111,ausgaben,2012,Wasserstraßen und Häfen,731,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",52,521,Sächliche Verwaltungsausgaben (Obergruppe 52),5,12,"Wasserstraßen und Häfen, Förderung der Schifffahrt",funktion,1203 521 11 - 731,Unterhaltung der Bundeswasserstraßen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1203,60159,Verkehrs- und Nachrichtenwesen,73,Unterhaltung des sonstigen unbeweglichen Vermögens,Wasser- und Schifffahrtsverwaltung des Bundes - Bundeswasserstraßen -,7,0
1952,120352114,ausgaben,2012,Wasserstraßen und Häfen,731,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",52,521,Sächliche Verwaltungsausgaben (Obergruppe 52),5,12,"Wasserstraßen und Häfen, Förderung der Schifffahrt",funktion,1203 521 14 - 731,Aufwendungen für die maritime Notfallvorsorge und verkehrsbezogener Feuerschutz,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1203,25900,Verkehrs- und Nachrichtenwesen,73,Unterhaltung des sonstigen unbeweglichen Vermögens,Wasser- und Schifffahrtsverwaltung des Bundes - Bundeswasserstraßen -,7,0
1953,600103801,einnahmen,2012,Steuern und allgemeine Finanzzuweisungen,910,Allgemeine Finanzverwaltung,03,038,Bundessteuern,0,60,Steuern und allgemeine Finanzzuweisungen,funktion,6001 038 01 - 910,Kfz-Steuer,Einnahmen aus Steuern und steuerähnlichen Abgaben sowie EU-Eigenmittel,6001,8460000,Allgemeine Finanzwirtschaft,91,Bundessteuern,Steuern,9,0
1954,600103802,einnahmen,2012,Steuern und allgemeine Finanzzuweisungen,910,Allgemeine Finanzverwaltung,03,038,Bundessteuern,0,60,Steuern und allgemeine Finanzzuweisungen,funktion,6001 038 02 - 910,Zuweisung an die Länder zum Ausgleich der weggefallenen Einnahmen aus der Kfz-Steuer und der Lkw-Maut,Einnahmen aus Steuern und steuerähnlichen Abgaben sowie EU-Eigenmittel,6001,-8992000,Allgemeine Finanzwirtschaft,91,Bundessteuern,Steuern,9,0
1955,050197201,ausgaben,2012,Globale Minderausgaben/globale Mehreinnahmen,989,Auswärtiges Amt,97,972,Globale Mehr- und Minderausgaben,9,05,Globalposten,funktion,0501 972 01 - 989,Globale Minderausgaben,Besondere Finanzierungsausgaben,0501,-30000,Allgemeine Finanzwirtschaft,98,Globale Minderausgaben,Auswärtiges Amt,9,0
1956,121074312,ausgaben,2012,Bundesautobahnen,721,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",74,743,Baumaßnahmen,7,12,Straßen,funktion,1210 743 12 - 721,Baukostenzuschüsse der Europäischen Union für Investitionen in Transeuropäische Verkehrsnetze im Bereich Bundesautobahnen,Baumaßnahmen,1210,0,Verkehrs- und Nachrichtenwesen,72,Baumaßnahmen,Bundesfernstraßen (ohne Lkw-Maut),7,0
1957,091763413,ausgaben,2012,Verwaltung,610,Bundesministerium für Wirtschaft und Technologie,63,634,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,09,Verwaltung,funktion,0917 634 13 - 610,Zuweisungen an den Versorgungsfonds,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0917,0,"Energie- und Wasserwirtschaft, Gewerbe, Dienstleistungen",61,Sonstige Zuweisungen an Sondervermögen,Bundeskartellamt,6,1
1958,061651802,ausgaben,2012,Forschung und experimentelle Entwicklung zur Erkundung und Nutzung der irdischen Umwelt (Einzelmaßnahmen),177,Bundesministerium des Innern,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,06,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0616 518 02 - 177,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0616,2962,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",17,Mieten und Pachten,Bundesamt für Kartographie und Geodäsie,1,0
1959,061651801,ausgaben,2012,Forschung und experimentelle Entwicklung zur Erkundung und Nutzung der irdischen Umwelt (Einzelmaßnahmen),177,Bundesministerium des Innern,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,06,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0616 518 01 - 177,Mieten und Pachten,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0616,2,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",17,Mieten und Pachten,Bundesamt für Kartographie und Geodäsie,1,1
1960,150654301,ausgaben,2012,Maßnahmen des Gesundheitswesens,314,Bundesministerium für Gesundheit,54,543,Sächliche Verwaltungsausgaben (Obergruppe 54),5,15,Einrichtungen und Maßnahmen des Gesundheitswesens,funktion,1506 543 01 - 314,Veröffentlichung und Dokumentation,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1506,26,"Gesundheit, Umwelt, Sport und Erholung",31,Sonstiges,Paul-Ehrlich-Institut,3,1
1961,121152601,ausgaben,2012,Sonstiges,719,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",52,526,Sächliche Verwaltungsausgaben (Obergruppe 52),5,12,Verwaltung,funktion,1211 526 01 - 719,Gerichts- und ähnliche Kosten,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1211,4,Verkehrs- und Nachrichtenwesen,71,"Sachverständige, Gerichts- und ähnliche Kosten",Bundesanstalt für Straßenwesen,7,1
1962,121152603,ausgaben,2012,Sonstiges,719,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",52,526,Sächliche Verwaltungsausgaben (Obergruppe 52),5,12,Verwaltung,funktion,1211 526 03 - 719,Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1211,10,Verkehrs- und Nachrichtenwesen,71,"Sachverständige, Gerichts- und ähnliche Kosten",Bundesanstalt für Straßenwesen,7,1
1963,121152602,ausgaben,2012,Sonstiges,719,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",52,526,Sächliche Verwaltungsausgaben (Obergruppe 52),5,12,Verwaltung,funktion,1211 526 02 - 719,Sachverständige,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1211,244,Verkehrs- und Nachrichtenwesen,71,"Sachverständige, Gerichts- und ähnliche Kosten",Bundesanstalt für Straßenwesen,7,1
1964,080452721,ausgaben,2012,"Steuer- und Zollverwaltung, Vermögensverwaltung",061,Bundesministerium der Finanzen,52,527,Sächliche Verwaltungsausgaben (Obergruppe 52),5,08,Finanzverwaltung,funktion,0804 527 21 - 061,Dienstreisen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0804,10,Allgemeine Dienste,06,Dienstreisen,Bundeszollverwaltung,0,1
1965,091554501,ausgaben,2012,Andere Einrichtungen für Wissenschaft und Forschung,165,Bundesministerium für Wirtschaft und Technologie,54,545,Sächliche Verwaltungsausgaben (Obergruppe 54),5,09,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0915 545 01 - 165,"Konferenzen, Tagungen, Messen und Ausstellungen","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0915,9,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Sonstiges,Bundesanstalt für Geowissenschaften und Rohstoffe,1,1
1966,040945301,ausgaben,2012,Politische Führung,011,Bundeskanzlerin und Bundeskanzleramt,45,453,Sonstige personalbezogene Ausgaben,4,04,Politische Führung und zentrale Verwaltung,funktion,0409 453 01 - 011,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Personalausgaben,0409,20,Allgemeine Dienste,01,"Trennungsgeld, Umzugskostenvergütungen","Die Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration",0,1
1967,306763257,ausgaben,2012,"Versorgung einschließlich Beihilfen für Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",018,Bundesministerium für Bildung und Forschung,63,632,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,30,Politische Führung und zentrale Verwaltung,funktion,3067 632 57 - 018,Abfindungen und Erstattungen des Bundes für Versorgungslasten,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,3067,565,Allgemeine Dienste,01,Sonstige Zuweisungen an Länder,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter des Einzelplans 30,0,0
1968,061271101,ausgaben,2012,Verwaltungsfachhochschulen,133,Bundesministerium des Innern,71,711,Baumaßnahmen,7,06,Hochschulen,funktion,0612 711 01 - 133,"Kleine Neu- , Um- und Erweiterungsbauten",Baumaßnahmen,0612,0,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",13,Baumaßnahmen,Fachhochschule des Bundes für öffentliche Verwaltung,1,1
1969,080128208,einnahmen,2012,"Steuer- und Zollverwaltung, Vermögensverwaltung",061,Bundesministerium der Finanzen,28,282,Sonstige Zuschüsse aus sonstigen Bereichen,2,08,Finanzverwaltung,funktion,0801 282 08 - 061,Einnahmen aus Prämienzahlungen der Bundesanstalt für Immobilienaufgaben,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,0801,0,Allgemeine Dienste,06,Sonstige Zuschüsse aus dem Inland,Bundesministerium,0,0
1970,080128209,einnahmen,2012,Politische Führung,011,Bundesministerium der Finanzen,28,282,Sonstige Zuschüsse aus sonstigen Bereichen,2,08,Politische Führung und zentrale Verwaltung,funktion,0801 282 09 - 011,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,0801,0,Allgemeine Dienste,01,Sonstige Zuschüsse aus dem Inland,Bundesministerium,0,0
1971,070351802,ausgaben,2012,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,07,Rechtsschutz,funktion,0703 518 02 - 059,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0703,104,Allgemeine Dienste,05,Mieten und Pachten,Bundesgerichtshof,0,0
1972,070351801,ausgaben,2012,Ordentliche Gerichte und Staatsanwaltschaften,052,Bundesministerium der Justiz,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,07,Rechtsschutz,funktion,0703 518 01 - 052,Mieten und Pachten,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0703,400,Allgemeine Dienste,05,Mieten und Pachten,Bundesgerichtshof,0,1
1973,062651802,ausgaben,2012,Sonstiges,049,Bundesministerium des Innern,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,06,Öffentliche Sicherheit und Ordnung,funktion,0626 518 02 - 049,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0626,1500,Allgemeine Dienste,04,Mieten und Pachten,Beschaffungsamt des Bundesministeriums des Innern,0,0
1974,040651401,ausgaben,2012,"Wissenschaftliche Bibliotheken, Archive, Fachinformationszentren",162,Bundeskanzlerin und Bundeskanzleramt,51,514,Sächliche Verwaltungsausgaben (Obergruppe 51),5,04,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0406 514 01 - 162,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0406,459,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesarchiv,1,1
1975,160553207,ausgaben,2012,Umwelt- und Naturschutzbehörden,331,"Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit",53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,16,Umwelt- und Naturschutz,funktion,1605 532 07 - 331,Betrieb eines Messstellennetzes zur Messung der weiträumigen grenzüberschreitenden Luftverschmutzung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1605,1202,"Gesundheit, Umwelt, Sport und Erholung",33,Sonstiges,Umweltbundesamt,3,1
1976,160553206,ausgaben,2012,Umwelt- und Naturschutzbehörden,331,"Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit",53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,16,Umwelt- und Naturschutz,funktion,1605 532 06 - 331,Maßnahmen zur Durchführung des Gesetzes zum Schutz gegen Fluglärm,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1605,75,"Gesundheit, Umwelt, Sport und Erholung",33,Sonstiges,Umweltbundesamt,3,1
1977,160553202,ausgaben,2012,Umwelt- und Naturschutzbehörden,331,"Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit",53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,16,Umwelt- und Naturschutz,funktion,1605 532 02 - 331,Informations- und Dokumentationssystem Umwelt (UMPLIS),"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1605,5273,"Gesundheit, Umwelt, Sport und Erholung",33,Sonstiges,Umweltbundesamt,3,1
1978,090181255,ausgaben,2012,Politische Führung,011,Bundesministerium für Wirtschaft und Technologie,81,812,Erwerb von beweglichen Sachen,8,09,Politische Führung und zentrale Verwaltung,funktion,0901 812 55 - 011,"Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0901,1099,Allgemeine Dienste,01,Erwerb von Geräten und sonstigen beweglichen Sachen,Bundesministerium,0,1
1979,080263601,ausgaben,2012,"Steuer- und Zollverwaltung, Vermögensverwaltung",061,Bundesministerium der Finanzen,63,636,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,08,Finanzverwaltung,funktion,0802 636 01 - 061,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26 Abs. 4, 26k Abs. 1 BAPostG",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0802,1200,Allgemeine Dienste,06,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,Allgemeine Bewilligungen,0,0
1980,091742202,ausgaben,2012,Verwaltung,610,Bundesministerium für Wirtschaft und Technologie,42,422,Bezüge und Nebenleistungen,4,09,Verwaltung,funktion,0917 422 02 - 610,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Personalausgaben,0917,0,"Energie- und Wasserwirtschaft, Gewerbe, Dienstleistungen",61,Bezüge und Nebenleistungen der Beamten und Richter,Bundeskartellamt,6,1
1981,061053999,ausgaben,2012,Polizei,042,Bundesministerium des Innern,53,539,Sächliche Verwaltungsausgaben (Obergruppe 53),5,06,Öffentliche Sicherheit und Ordnung,funktion,0610 539 99 - 042,Vermischte Verwaltungsausgaben,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0610,460,Allgemeine Dienste,04,Sonstiges,Bundeskriminalamt,0,1
1982,040568521,ausgaben,2012,"Museen, Sammlungen, Ausstellungen",183,Bundeskanzlerin und Bundeskanzleramt,68,685,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,04,Kultureinrichtungen (einschließlich Kulturverwaltung),funktion,0405 685 21 - 183,Kulturelle Einrichtungen und Aufgaben im Inland,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0405,149454,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",18,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen,Der Beauftragte der Bundesregierung für Kultur und Medien,1,0
1983,091742201,ausgaben,2012,Verwaltung,610,Bundesministerium für Wirtschaft und Technologie,42,422,Bezüge und Nebenleistungen,4,09,Verwaltung,funktion,0917 422 01 - 610,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Personalausgaben,0917,11868,"Energie- und Wasserwirtschaft, Gewerbe, Dienstleistungen",61,Bezüge und Nebenleistungen der Beamten und Richter,Bundeskartellamt,6,1
1984,156743157,ausgaben,2012,"Versorgung einschließlich Beihilfen für Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",018,Bundesministerium für Gesundheit,43,431,Versorgungsbezüge und dgl.,4,15,Politische Führung und zentrale Verwaltung,funktion,1567 431 57 - 018,"Versorgungsbezüge der Bundesministerinnen und Bundesminister, parlamentarischen Staatssekretärinnen und parlamentarischen Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen",Personalausgaben,1567,104,Allgemeine Dienste,01,"Versorgungsbezüge des Bundespräsidenten, Bundeskanzlers, der Ministerpräsidenten, Minister, Parlamentarischen Staatssekretäre und sonstiger Amtsträger",Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter des Einzelplans 15,0,0
1985,060842739,ausgaben,2012,Sonstige allgemeine Staatsaufgaben,019,Bundesministerium des Innern,42,427,Bezüge und Nebenleistungen,4,06,Politische Führung und zentrale Verwaltung,funktion,0608 427 39 - 019,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Personalausgaben,0608,850,Allgemeine Dienste,01,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",Statistisches Bundesamt,0,1
1986,091581101,ausgaben,2012,Andere Einrichtungen für Wissenschaft und Forschung,165,Bundesministerium für Wirtschaft und Technologie,81,811,Erwerb von beweglichen Sachen,8,09,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0915 811 01 - 165,Erwerb von Fahrzeugen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0915,51,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Erwerb von Fahrzeugen,Bundesanstalt für Geowissenschaften und Rohstoffe,1,1
1987,061068702,ausgaben,2012,Polizei,042,Bundesministerium des Innern,68,687,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,06,Öffentliche Sicherheit und Ordnung,funktion,0610 687 02 - 042,Leistungen an internationale Organisationen und Leistungen im Zusammenhang mit nationalen Mitgliedschaften,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0610,6304,Allgemeine Dienste,04,Zuschüsse für laufende Zwecke im Ausland (soweit nicht an die EU),Bundeskriminalamt,0,0
1988,061068701,ausgaben,2012,Polizei,042,Bundesministerium des Innern,68,687,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,06,Öffentliche Sicherheit und Ordnung,funktion,0610 687 01 - 042,Unterstützungsmaßnahmen für ausländische Polizeien zur Bekämpfung der organisierten Kriminalität und des internationalen Terrorismus Ausland,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0610,1347,Allgemeine Dienste,04,Zuschüsse für laufende Zwecke im Ausland (soweit nicht an die EU),Bundeskriminalamt,0,1
1989,600411999,einnahmen,2012,Allgemeines Grundvermögen,871,Allgemeine Finanzverwaltung,11,119,Verwaltungseinnahmen,1,60,"Allgemeines Grund- und Kapitalvermögen, Sondervermögen",funktion,6004 119 99 - 871,Vermischte Einnahmen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",6004,0,"Wirtschaftsunternehmen, Allgemeines Grund- und Kapitalvermögen, Sondervermögen",87,Sonstige,Bundesimmobilienangelegenheiten,8,0
1990,080171101,ausgaben,2012,Politische Führung,011,Bundesministerium der Finanzen,71,711,Baumaßnahmen,7,08,Politische Führung und zentrale Verwaltung,funktion,0801 711 01 - 011,"Kleine Neu- , Um- und Erweiterungsbauten",Baumaßnahmen,0801,100,Allgemeine Dienste,01,Baumaßnahmen,Bundesministerium,0,1
1991,062542203,ausgaben,2012,Bundesgrenzschutz (nur Bund),041,Bundesministerium des Innern,42,422,Bezüge und Nebenleistungen,4,06,Öffentliche Sicherheit und Ordnung,funktion,0625 422 03 - 041,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Personalausgaben,0625,27239,Allgemeine Dienste,04,Bezüge und Nebenleistungen der Beamten und Richter,Bundespolizei,0,1
1992,200144302,ausgaben,2012,Arbeitsschutz,254,Bundesrechnungshof,44,443,"Beihilfen, Unterstützungen und dgl.",4,20,Arbeitsmarktpolitik und Arbeitsschutz,funktion,2001 443 02 - 254,"Inanspruchnahme überbetrieblicher betriebsärztlicher und sicherheitstechnischer Dienste, von Betriebsärztinnen und Betriebsärzten sowie Fachkräften für Arbeitssicherheit",Personalausgaben,2001,20,"Soziale Sicherung, soziale Kriegsfolgeaufgaben, Wiedergutmachung",25,Fürsorgeleistungen und Unterstützungen,Bundesrechnungshof,2,1
1993,200144301,ausgaben,2012,"Beihilfen, Unterstützungen u.ä.",940,Bundesrechnungshof,44,443,"Beihilfen, Unterstützungen und dgl.",4,20,"Beihilfen, Unterstützungen u. ä.",funktion,2001 443 01 - 940,Fürsorgeleistungen und Unterstützungen,Personalausgaben,2001,32,Allgemeine Finanzwirtschaft,94,Fürsorgeleistungen und Unterstützungen,Bundesrechnungshof,9,1
1994,200145301,ausgaben,2012,Politische Führung,011,Bundesrechnungshof,45,453,Sonstige personalbezogene Ausgaben,4,20,Politische Führung und zentrale Verwaltung,funktion,2001 453 01 - 011,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Personalausgaben,2001,197,Allgemeine Dienste,01,"Trennungsgeld, Umzugskostenvergütungen",Bundesrechnungshof,0,1
1995,070442201,ausgaben,2012,Ordentliche Gerichte und Staatsanwaltschaften,052,Bundesministerium der Justiz,42,422,Bezüge und Nebenleistungen,4,07,Rechtsschutz,funktion,0704 422 01 - 052,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",Personalausgaben,0704,7804,Allgemeine Dienste,05,Bezüge und Nebenleistungen der Beamten und Richter,Der Generalbundesanwalt beim Bundesgerichtshof,0,1
1996,070442202,ausgaben,2012,Ordentliche Gerichte und Staatsanwaltschaften,052,Bundesministerium der Justiz,42,422,Bezüge und Nebenleistungen,4,07,Rechtsschutz,funktion,0704 422 02 - 052,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Personalausgaben,0704,2008,Allgemeine Dienste,05,Bezüge und Nebenleistungen der Beamten und Richter,Der Generalbundesanwalt beim Bundesgerichtshof,0,1
1997,121016104,einnahmen,2012,Bundesstraßen,722,"Bundesministerium für Verkehr, Bau und Stadtentwicklung",16,161,Zinseinnahmen aus sonstigen Bereichen,1,12,Straßen,funktion,1210 161 04 - 722,"Zinsen aus der Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen","Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",1210,0,Verkehrs- und Nachrichtenwesen,72,Zinseinnahmen von öffentlichen Unternehmen und Einrichtungen,Bundesfernstraßen (ohne Lkw-Maut),7,0
1998,061681101,ausgaben,2012,Forschung und experimentelle Entwicklung zur Erkundung und Nutzung der irdischen Umwelt (Einzelmaßnahmen),177,Bundesministerium des Innern,81,811,Erwerb von beweglichen Sachen,8,06,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0616 811 01 - 177,Erwerb von Fahrzeugen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0616,26,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",17,Erwerb von Fahrzeugen,Bundesamt für Kartographie und Geodäsie,1,1
1999,606763631,ausgaben,2012,"Versorgung einschließlich Beihilfen für Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",018,Allgemeine Finanzverwaltung,63,636,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,60,Politische Führung und zentrale Verwaltung,funktion,6067 636 31 - 018,Beteiligung an den Versorgungslasten der Sozialversicherungsträger und der Bundesagentur für Arbeit sowie Zuschüsse und Zulagen an die Sozialversicherungsträger und die Bundesagentur für Arbeit,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,6067,500,Allgemeine Dienste,01,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,Sonstige Versorgungsausgaben,0,0
2000,606763632,ausgaben,2012,"Versorgung einschließlich Beihilfen für Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",018,Allgemeine Finanzverwaltung,63,636,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,60,Politische Führung und zentrale Verwaltung,funktion,6067 636 32 - 018,Nachversicherungen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,6067,140000,Allgemeine Dienste,01,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,Sonstige Versorgungsausgaben,0,0
