flow,year,funktion_3_title,funktion_3_address,einzelplan_1_title,gruppe_2_address,gruppe_3_address,gruppe_2_title,gruppe_1_address,einzelplan_1_address,funktion_2_title,name,title,gruppe_1_title,einzelplan_2_address,funktion_1_title,funktion_2_address,gruppe_3_title,einzelplan_2_title,funktion_1_address,flexible,amount
einnahmen,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,11,119,Verwaltungseinnahmen,1,07,Rechtsschutz,0719 119 01 - 059,Einnahmen aus Veröffentlichungen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0719,Allgemeine Dienste,05,Sonstige,Deutsches Patent- und Markenamt,0,nicht-flexibel,48000
einnahmen,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,11,119,Verwaltungseinnahmen,1,07,Rechtsschutz,0719 119 99 - 059,Vermischte Einnahmen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0719,Allgemeine Dienste,05,Sonstige,Deutsches Patent- und Markenamt,0,nicht-flexibel,39000
einnahmen,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,12,124,Einnahmen aus wirtschaftlicher Tätigkeit und aus Vermögen (ohne Zinsen),1,07,Rechtsschutz,0719 124 01 - 059,"Einnahmen aus Vermietung, Verpachtung und Nutzung","Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0719,Allgemeine Dienste,05,Mieten und Pachten,Deutsches Patent- und Markenamt,0,nicht-flexibel,6000
einnahmen,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,13,132,"Erlöse aus der Veräußerung von Gegenständen, Kapitalrückzahlungen",1,07,Rechtsschutz,0719 132 01 - 059,Erlöse aus der Veräußerung von beweglichen Sachen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0719,Allgemeine Dienste,05,Erlöse aus der Veräußerung von beweglichen Sachen,Deutsches Patent- und Markenamt,0,nicht-flexibel,8000
einnahmen,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,16,162,Zinseinnahmen aus sonstigen Bereichen,1,07,Rechtsschutz,0719 162 02 - 059,Sonstige Zinseinnahmen aus dem Inland,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0719,Allgemeine Dienste,05,Sonstige Zinseinnahmen aus dem Inland,Deutsches Patent- und Markenamt,0,nicht-flexibel,28000
einnahmen,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,18,182,Darlehensrückflüsse aus sonstigen Bereichen,1,07,Rechtsschutz,0719 182 02 - 059,Sonstige Darlehensrückflüsse aus dem Inland,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0719,Allgemeine Dienste,05,Sonstige Darlehensrückflüsse aus dem Inland,Deutsches Patent- und Markenamt,0,nicht-flexibel,256000
einnahmen,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,27,271,Zuschüsse von der EU,2,07,Rechtsschutz,0719 271 01 - 059,Erstattungen von der EU,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,0719,Allgemeine Dienste,05,Erstattungen von der EU,Deutsches Patent- und Markenamt,0,nicht-flexibel,0
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,42,422,Bezüge und Nebenleistungen,4,07,Rechtsschutz,0719 422 01 - 059,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Personalausgaben,0719,Allgemeine Dienste,05,Bezüge und Nebenleistungen der Beamten und Richter,Deutsches Patent- und Markenamt,0,flexibel,87888000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,42,422,Bezüge und Nebenleistungen,4,07,Rechtsschutz,0719 422 02 - 059,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Personalausgaben,0719,Allgemeine Dienste,05,Bezüge und Nebenleistungen der Beamten und Richter,Deutsches Patent- und Markenamt,0,flexibel,0
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,42,427,Bezüge und Nebenleistungen,4,07,Rechtsschutz,0719 427 09 - 059,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Personalausgaben,0719,Allgemeine Dienste,05,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",Deutsches Patent- und Markenamt,0,flexibel,2779000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,42,428,Bezüge und Nebenleistungen,4,07,Rechtsschutz,0719 428 01 - 059,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Personalausgaben,0719,Allgemeine Dienste,05,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Deutsches Patent- und Markenamt,0,flexibel,45578000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,45,453,Sonstige personalbezogene Ausgaben,4,07,Rechtsschutz,0719 453 01 - 059,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Personalausgaben,0719,Allgemeine Dienste,05,"Trennungsgeld, Umzugskostenvergütungen",Deutsches Patent- und Markenamt,0,flexibel,246000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,51,511,Sächliche Verwaltungsausgaben (Obergruppe 51),5,07,Rechtsschutz,0719 511 01 - 059,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0719,Allgemeine Dienste,05,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Deutsches Patent- und Markenamt,0,flexibel,13259000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,51,517,Sächliche Verwaltungsausgaben (Obergruppe 51),5,07,Rechtsschutz,0719 517 01 - 059,"Bewirtschaftung der Grundstücke, Gebäude und Räume","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0719,Allgemeine Dienste,05,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Deutsches Patent- und Markenamt,0,flexibel,5923000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,07,Rechtsschutz,0719 518 01 - 059,Mieten und Pachten,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0719,Allgemeine Dienste,05,Mieten und Pachten,Deutsches Patent- und Markenamt,0,flexibel,462000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,07,Rechtsschutz,0719 518 02 - 059,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0719,Allgemeine Dienste,05,Mieten und Pachten,Deutsches Patent- und Markenamt,0,nicht-flexibel,22481000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,51,519,Sächliche Verwaltungsausgaben (Obergruppe 51),5,07,Rechtsschutz,0719 519 01 - 059,Unterhaltung der Grundstücke und baulichen Anlagen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0719,Allgemeine Dienste,05,Unterhaltung der Grundstücke und baulichen Anlagen,Deutsches Patent- und Markenamt,0,flexibel,264000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,52,525,Sächliche Verwaltungsausgaben (Obergruppe 52),5,07,Rechtsschutz,0719 525 01 - 059,Aus- und Fortbildung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0719,Allgemeine Dienste,05,Aus- und Fortbildung,Deutsches Patent- und Markenamt,0,flexibel,950000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,52,527,Sächliche Verwaltungsausgaben (Obergruppe 52),5,07,Rechtsschutz,0719 527 01 - 059,Dienstreisen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0719,Allgemeine Dienste,05,Dienstreisen,Deutsches Patent- und Markenamt,0,flexibel,373000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,07,Rechtsschutz,0719 532 01 - 059,Aufträge und Dienstleistungen im Bereich Informationstechnik,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0719,Allgemeine Dienste,05,Sonstiges,Deutsches Patent- und Markenamt,0,flexibel,10220000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,53,539,Sächliche Verwaltungsausgaben (Obergruppe 53),5,07,Rechtsschutz,0719 539 99 - 059,Vermischte Verwaltungsausgaben,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0719,Allgemeine Dienste,05,Sonstiges,Deutsches Patent- und Markenamt,0,flexibel,425000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,68,681,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,07,Rechtsschutz,0719 681 01 - 059,"Unterhaltsbeihilfen für Patentanwaltsbewerber während der Ausbildung beim Deutschen Patent- und Markenamt, beim Bundespatentgericht oder bei einem Gericht für Patentstreitsachen",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0719,Allgemeine Dienste,05,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen",Deutsches Patent- und Markenamt,0,nicht-flexibel,109000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,68,684,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,07,Rechtsschutz,0719 684 09 - 059,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0719,Allgemeine Dienste,05,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen),Deutsches Patent- und Markenamt,0,flexibel,13000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,71,711,Baumaßnahmen,7,07,Rechtsschutz,0719 711 01 - 059,"Kleine Neu-﻿, Um- und Erweiterungsbauten",Baumaßnahmen,0719,Allgemeine Dienste,05,Baumaßnahmen,Deutsches Patent- und Markenamt,0,flexibel,200000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,71,712,Baumaßnahmen,7,07,Rechtsschutz,0719 712 01 - 059,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Baumaßnahmen,0719,Allgemeine Dienste,05,Baumaßnahmen,Deutsches Patent- und Markenamt,0,flexibel,0
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,81,811,Erwerb von beweglichen Sachen,8,07,Rechtsschutz,0719 811 01 - 059,Erwerb von Fahrzeugen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0719,Allgemeine Dienste,05,Erwerb von Fahrzeugen,Deutsches Patent- und Markenamt,0,flexibel,0
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,81,812,Erwerb von beweglichen Sachen,8,07,Rechtsschutz,0719 812 01 - 059,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0719,Allgemeine Dienste,05,Erwerb von Geräten und sonstigen beweglichen Sachen,Deutsches Patent- und Markenamt,0,flexibel,882000
ausgaben,2015,Sonstige Rechtsschutzaufgaben,059,Bundesministerium der Justiz und für Verbraucherschutz,81,812,Erwerb von beweglichen Sachen,8,07,Rechtsschutz,0719 812 02 - 059,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0719,Allgemeine Dienste,05,Erwerb von Geräten und sonstigen beweglichen Sachen,Deutsches Patent- und Markenamt,0,flexibel,4608000
einnahmen,2015,Lastenausgleich,243,Bundesministerium der Finanzen,11,119,Verwaltungseinnahmen,1,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 119 99 - 243,Vermischte Einnahmen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Sonstige,Wiedergutmachungen des Bundes,2,nicht-flexibel,1000
einnahmen,2015,Lastenausgleich,243,Bundesministerium der Finanzen,16,162,Zinseinnahmen aus sonstigen Bereichen,1,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 162 01 - 243,Zinsen aus Darlehen nach dem Gesetz über den Lastenausgleich (LAG),"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Sonstige Zinseinnahmen aus dem Inland,Wiedergutmachungen des Bundes,2,nicht-flexibel,10000
einnahmen,2015,Lastenausgleich,243,Bundesministerium der Finanzen,18,182,Darlehensrückflüsse aus sonstigen Bereichen,1,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 182 01 - 243,Tilgung aus Darlehen nach dem LAG,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Sonstige Darlehensrückflüsse aus dem Inland,Wiedergutmachungen des Bundes,2,nicht-flexibel,10500000
einnahmen,2015,Lastenausgleich,243,Bundesministerium der Finanzen,23,232,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,2,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 232 01 - 243,Zuschüsse von Ländern zur Unterhaltshilfe (§ 6  LAG und § 3 Abs. 2 LA-EG-Saar),Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Sonstige Zuweisungen von Ländern,Wiedergutmachungen des Bundes,2,nicht-flexibel,4800000
einnahmen,2015,Haushaltstechnische Verrechnungen,890,Bundesministerium der Finanzen,38,382,Haushaltstechnische Verrechnungen,3,08,Haushaltstechnische Verrechnungen,0801 382 01 - 890,Rückforderung von Lastenausgleich nach § 349  LAG,"Einnahmen aus Schuldenaufnahmen, aus Zuweisungen und Zuschüssen für Investitionen, besondere Finanzierungseinnahmen",0801,Finanzwirtschaft,89,Durchlaufende Posten,Wiedergutmachungen des Bundes,8,nicht-flexibel,0
ausgaben,2015,Verteidigungslasten im Zusammenhang mit dem Aufenthalt ausländischer Streitkräfte,033,Bundesministerium der Finanzen,52,526,Sächliche Verwaltungsausgaben (Obergruppe 52),5,08,Verteidigung (nur Bund),0801 526 21 - 033,Gerichts- und ähnliche Kosten,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0801,Allgemeine Dienste,03,"Sachverständige, Gerichts- und ähnliche Kosten",Wiedergutmachungen des Bundes,0,nicht-flexibel,20000
ausgaben,2015,Wiedergutmachung,244,Bundesministerium der Finanzen,52,526,Sächliche Verwaltungsausgaben (Obergruppe 52),5,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 526 32 - 244,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,"Sachverständige, Gerichts- und ähnliche Kosten",Wiedergutmachungen des Bundes,2,nicht-flexibel,0
ausgaben,2015,Sonstige Leistungen für Folgen von Krieg und politischen Ereignissen,249,Bundesministerium der Finanzen,63,632,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 632 21 - 249,Erstattungen an die Länder und sonstige Stellen für die Beseitigung ehemals reichseigener Kampfmittel auf nicht bundeseigenen Liegenschaften,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Sonstige Zuweisungen an Länder,Wiedergutmachungen des Bundes,2,nicht-flexibel,25000000
ausgaben,2015,Sonstige Leistungen für Folgen von Krieg und politischen Ereignissen,249,Bundesministerium der Finanzen,63,632,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 632 22 - 249,Finanzieller Ausgleich für die Übernahme der Sicherungspflichten an ehemaligen Westwallanlagen durch Länder,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Sonstige Zuweisungen an Länder,Wiedergutmachungen des Bundes,2,nicht-flexibel,5000000
ausgaben,2015,Wiedergutmachung,244,Bundesministerium der Finanzen,63,632,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 632 31 - 244,Erstattungen an die Länder nach § 172 des Bundesentschädigungsgesetzes (BEG),Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Sonstige Zuweisungen an Länder,Wiedergutmachungen des Bundes,2,nicht-flexibel,115000000
ausgaben,2015,Sonstige Leistungen für Folgen von Krieg und politischen Ereignissen,249,Bundesministerium der Finanzen,63,636,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 636 21 - 249,Nachversicherung nach § 99 Allgemeines Kriegsfolgengesetz (AKG),Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,Wiedergutmachungen des Bundes,2,nicht-flexibel,10500000
ausgaben,2015,Wiedergutmachung,244,Bundesministerium der Finanzen,63,636,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 636 32 - 244,"Zahlungen gemäß §§ 21 (4), 21 a, 22 b und 35 (2) des Gesetzes zur Regelung der Wiedergutmachung nationalsozialistischen Unrechts für Angehörige des öffentlichen Dienstes (BWGöD)",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,Wiedergutmachungen des Bundes,2,nicht-flexibel,50000
ausgaben,2015,Sonstige Sozialversicherungen,229,Bundesministerium der Finanzen,63,636,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,08,Sozialversicherung einschl. Arbeitslosenversicherung,0801 636 33 - 229,Zahlungen gemäß Art. 6 §§ 18 und 21 des Fremdrenten- und Auslandsrenten-Neuregelungsgesetzes vom 25. Februar 1960,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",22,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit,Wiedergutmachungen des Bundes,2,nicht-flexibel,420000
ausgaben,2015,Sonstige Verwaltung für soziale Angelegenheiten,219,Bundesministerium der Finanzen,67,671,Erstattungen an sonstige Bereiche,6,08,Verwaltung für soziale Angelegenheiten,0801 671 11 - 219,"Verwaltungskosten, Gebühren und Kostenerstattungen aus der Durchführung der Lastenausgleichsgesetze",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",21,Erstattungen an Inland,Wiedergutmachungen des Bundes,2,nicht-flexibel,700000
ausgaben,2015,Schulden,830,Bundesministerium der Finanzen,67,671,Erstattungen an sonstige Bereiche,6,08,Schulden,0801 671 22 - 830,Erstattung für Zahlungen an die ehemalige Konversionskasse für deutsche Auslandsschulden,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,Finanzwirtschaft,83,Erstattungen an Inland,Wiedergutmachungen des Bundes,8,nicht-flexibel,0
ausgaben,2015,Lastenausgleich,243,Bundesministerium der Finanzen,68,681,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 681 11 - 243,"Laufende Leistungen aufgrund des LAG und des Gesetzes zur Abgeltung von Reparations-﻿, Restitutions-﻿, Zerstörungs- und Rückerstattungsschäden (RepG)",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen",Wiedergutmachungen des Bundes,2,nicht-flexibel,15620000
ausgaben,2015,Sonstige Leistungen für Folgen von Krieg und politischen Ereignissen,249,Bundesministerium der Finanzen,68,681,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 681 22 - 249,Härteausgleich für den Unterhalt von Kindern nach Maßgabe besonderer Verwaltungsvorschriften,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen",Wiedergutmachungen des Bundes,2,nicht-flexibel,50000
ausgaben,2015,Sonstige Leistungen für Folgen von Krieg und politischen Ereignissen,249,Bundesministerium der Finanzen,68,681,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 681 23 - 249,Abschließende Leistungen zur Abgeltung von Härten in Einzelfällen nach dem AKG,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen",Wiedergutmachungen des Bundes,2,nicht-flexibel,1200000
ausgaben,2015,Sonstige Leistungen für Folgen von Krieg und politischen Ereignissen,249,Bundesministerium der Finanzen,68,681,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 681 24 - 249,Versorgungs- und Schadenersatzansprüche,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen",Wiedergutmachungen des Bundes,2,nicht-flexibel,180000
ausgaben,2015,Sonstige Leistungen für Folgen von Krieg und politischen Ereignissen,249,Bundesministerium der Finanzen,68,681,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 681 32 - 249,Anerkennungsleistung für Arbeit im Ghetto ohne Zwang,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen",Wiedergutmachungen des Bundes,2,nicht-flexibel,0
ausgaben,2015,Sonstige Leistungen für Folgen von Krieg und politischen Ereignissen,249,Bundesministerium der Finanzen,68,681,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 681 36 - 249,Leistungen aufgrund von Ansprüchen gegen frühere nationalsozialistische Einrichtungen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen",Wiedergutmachungen des Bundes,2,nicht-flexibel,40000
ausgaben,2015,Vertriebene und Spätaussiedlerinnen und Spätaussiedler,246,Bundesministerium der Finanzen,68,687,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 687 12 - 246,Beihilfen an Vertriebene im Ausland,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Zuschüsse für laufende Zwecke im Ausland (soweit nicht an die EU),Wiedergutmachungen des Bundes,2,nicht-flexibel,11000
ausgaben,2015,Wiedergutmachung,244,Bundesministerium der Finanzen,68,687,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 687 31 - 244,Sonstige Leistungen im Rahmen der Wiedergutmachung an Opfer der nationalsozialistischen Verfolgung,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,Zuschüsse für laufende Zwecke im Ausland (soweit nicht an die EU),Wiedergutmachungen des Bundes,2,nicht-flexibel,20000000
ausgaben,2015,Lastenausgleich,243,Bundesministerium der Finanzen,69,698,"Vermögensübertragungen, soweit nicht für Investitionen",6,08,Soziale Leistungen für Folgen von Krieg und politischen Ereignissen,0801 698 11 - 243,"Ansprüche auf Hauptentschädigung nach §§ 243 bis 252 LAG, auf Entschädigung nach §§ 15, 29 und 33 WBSchlussG sowie auf Entschädigung nach §§ 31 ff. RepG und sonstige Einmalleistungen",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0801,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",24,"Vermögensübertragungen an Sonstige im Inland, soweit nicht Investitionszuschüsse",Wiedergutmachungen des Bundes,2,nicht-flexibel,310000
